#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Fusarium graminearum PH-1","Eukaryota;Fungi;Ascomycetes","PH-1; NRRL 31084","SAMN02953593","PRJNA13839","GCA_000240135.3"," Chromosome",36.458,48.3278,"chromosome 1:NC_026474.1/CM000574.1; chromosome 2:NC_026475.1/CM000575.1; chromosome 3:NC_026476.1/CM000576.1; chromosome 4:NC_026477.1/CM000577.1","AACM02",31,13313,"2003-05-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/240/135/GCA_000240135.3_ASM24013v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/240/135/GCF_000240135.3_ASM24013v3"
"Pyricularia oryzae P131","Eukaryota;Fungi;Ascomycetes","P131","SAMN02981399","PRJNA82693","GCA_000292605.1","Scaffold",37.955,51.4,,"AHZT01",1822,12713,"2012-08-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/292/605/GCA_000292605.1_MoP131_2.0",
"Fusarium oxysporum f. sp. lycopersici","Eukaryota;Fungi;Ascomycetes","Fol038","SAMN04348793","PRJNA306247","GCA_001703015.1","Scaffold",51.284,47.8,,"MALO01",3188,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/703/015/GCA_001703015.1_Fol038",
"Fusarium oxysporum f. sp. lycopersici 4287","Eukaryota;Fungi;Ascomycetes","4287","SAMN04348901","PRJNA306247","GCA_001703175.1","Scaffold",51.0248,47.8,,"MALW01",1955,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/703/175/GCA_001703175.1_Fol4287-Illumina",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","Pg1213-22","SAMN08009569","PRJNA320483","GCA_002924875.1","Scaffold",42.0769,49.8,,"PJYA01",1913,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/924/875/GCA_002924875.1_ASM292487v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","LpKY97","SAMN08009564","PRJNA320483","GCA_002924975.1","Scaffold",42.9139,49.2,,"PJYF01",1340,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/924/975/GCA_002924975.1_ASM292497v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","B71","SAMN04942725","PRJNA320483","GCA_001675625.1","Scaffold",43.6258,49.4,,"LXOQ01",1787,0,"2016-06-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/675/625/GCA_001675625.1_ASM167562v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","IC17","SAMN08009562","PRJNA320483","GCA_002925025.1","Scaffold",39.5349,50.6,,"PJYH01",1981,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/925/025/GCA_002925025.1_ASM292502v1",
"Fusarium oxysporum f. sp. melonis","Eukaryota;Fungi;Ascomycetes","Fom009","SAMN04348770","PRJNA306247","GCA_001703265.1","Scaffold",57.7384,45.5,,"MAMA01",1727,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/703/265/GCA_001703265.1_Fom009",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","GG11","SAMN08009555","PRJNA320483","GCA_002925155.1","Scaffold",42.5645,49.3,,"PJYO01",1462,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/925/155/GCA_002925155.1_ASM292515v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","IB33","SAMN08009560","PRJNA320483","GCA_002925065.1","Scaffold",40.2384,50.5,,"PJYJ01",2752,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/925/065/GCA_002925065.1_ASM292506v1",
"Fusarium oxysporum f. sp. cepae","Eukaryota;Fungi;Ascomycetes","FoC_125","SAMN05529098","PRJNA338256","GCA_003615095.1","Scaffold",51.4077,47.6,,"MRCV01",2119,18720,"2018-10-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/615/095/GCA_003615095.1_FoC_125_v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","FR13","SAMN08009552","PRJNA320483","GCA_002925215.1","Scaffold",39.8441,50.6,,"PJYR01",3685,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/925/215/GCA_002925215.1_ASM292521v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","CHW","SAMN08009549","PRJNA320483","GCA_002925285.1","Scaffold",40.3811,50.2,,"PJYU01",1346,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/925/285/GCA_002925285.1_ASM292528v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","TF05-1","SAMN08009576","PRJNA320483","GCA_002924755.1","Scaffold",43.5351,49.2,,"PJXT01",1717,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/924/755/GCA_002924755.1_ASM292475v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","G22","SAMN08009554","PRJNA320483","GCA_002925165.1","Scaffold",41.4213,49.5,,"PJYP01",2453,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/925/165/GCA_002925165.1_ASM292516v1",
"Fusarium oxysporum","Eukaryota;Fungi;Ascomycetes","RGB6448","SAMN12869133","PRJNA575312","GCA_009297715.1","Contig",48.0372,48.3,,"WGPL01",3571,0,"2019-10-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/297/715/GCA_009297715.1_ASM929771v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","P3","SAMN08009568","PRJNA320483","GCA_002924885.1","Scaffold",42.6207,49.9,,"PJYB01",2473,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/924/885/GCA_002924885.1_ASM292488v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","SSFL02-1","SAMN08009573","PRJNA320483","GCA_002924795.1","Scaffold",40.5036,50.4,,"PJXW01",2106,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/924/795/GCA_002924795.1_ASM292479v1",
"Fusarium oxysporum","Eukaryota;Fungi;Ascomycetes","RGB6425","SAMN12869127","PRJNA575312","GCA_009297725.1","Contig",50.3814,48.8,,"WGPF01",4601,0,"2019-10-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/297/725/GCA_009297725.1_ASM929772v1",
"Fusarium oxysporum f. sp. raphani 54005","Eukaryota;Fungi;Ascomycetes","54005","SAMN02981381","PRJNA73545","GCA_000260235.2","Scaffold",53.4994,47.8,,"AGNG01",1218,25666,"2012-04-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/260/235/GCA_000260235.2_FO_PHW815_V1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","G17","SAMN08009553","PRJNA320483","GCA_002925205.1","Scaffold",42.0553,48.8,,"PJYQ01",2593,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/925/205/GCA_002925205.1_ASM292520v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","CHRF","SAMN08009548","PRJNA320483","GCA_002925295.1","Scaffold",42.1414,49.5,,"PJYV01",1422,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/925/295/GCA_002925295.1_ASM292529v1",
"Fusarium oxysporum f. sp. lycopersici","Eukaryota;Fungi;Ascomycetes","Fol007","SAMN04348787","PRJNA306247","GCA_001702905.1","Scaffold",51.3228,47.7,,"MALI01",1999,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/702/905/GCA_001702905.1_Fol007",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","B2","SAMN08009541","PRJNA320483","GCA_002925425.1","Scaffold",42.4755,49.8,,"PJZC01",2486,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/925/425/GCA_002925425.1_ASM292542v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","Arcadia","SAMN08009540","PRJNA320483","GCA_002925445.1","Scaffold",40.8433,49.8,,"PJZD01",1968,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/925/445/GCA_002925445.1_ASM292544v1",
"Fusarium oxysporum","Eukaryota;Fungi;Ascomycetes","RGB6398","SAMN12869116","PRJNA575312","GCA_009297495.1","Contig",47.8081,47.6,,"WGOU01",2261,0,"2019-10-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/297/495/GCA_009297495.1_ASM929749v1",
"Fusarium oxysporum f. sp. melonis","Eukaryota;Fungi;Ascomycetes","Fom010","SAMN04348771","PRJNA306247","GCA_001703305.1","Scaffold",53.6746,47.7,,"MAMB01",3384,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/703/305/GCA_001703305.1_Fom010",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","T25","SAMN08009575","PRJNA320483","GCA_002924745.1","Scaffold",42.2888,49.4,,"PJXU01",1276,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/924/745/GCA_002924745.1_ASM292474v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","Br7","SAMN08009545","PRJNA320483","GCA_002925335.1","Scaffold",41.7325,49.6,,"PJYY01",2057,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/925/335/GCA_002925335.1_ASM292533v1",
"Fusarium oxysporum f. sp. conglutinans","Eukaryota;Fungi;Ascomycetes","58385","SAMN07522031","PRJNA399027","GCA_002711385.1","Scaffold",55.8555,47.7,,"NRHZ01",5119,0,"2017-10-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/711/385/GCA_002711385.1_ASM271138v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","SSFL14-3","SAMN08009574","PRJNA320483","GCA_002924785.1","Scaffold",42.713,49.7,,"PJXV01",2635,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/924/785/GCA_002924785.1_ASM292478v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","BdMeh16-1","SAMN04942534","PRJNA320483","GCA_001675605.1","Scaffold",42.9622,49.5,,"LXOP01",4301,0,"2016-06-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/675/605/GCA_001675605.1_ASM167560v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","B51","SAMN08009542","PRJNA320483","GCA_002925415.1","Scaffold",43.0528,49.5,,"PJZB01",2827,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/925/415/GCA_002925415.1_ASM292541v1",
"Pyricularia oryzae KJ201","Eukaryota;Fungi;Ascomycetes","KJ201","SAMN02730190","PRJNA179498","GCA_000376685.2","Scaffold",45.0965,50.7,,"ANSL02",123,0,"2013-04-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/376/685/GCA_000376685.2_MoKJ201_3",
"Fusarium oxysporum","Eukaryota;Fungi;Ascomycetes","RGB5862","SAMN12869108","PRJNA575312","GCA_009297505.1","Contig",50.7949,47.5,,"WGOM01",4352,0,"2019-10-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/297/505/GCA_009297505.1_ASM929750v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","GrF52","SAMN08009556","PRJNA320483","GCA_002925145.1","Scaffold",39.9044,50.1,,"PJYN01",3580,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/925/145/GCA_002925145.1_ASM292514v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","PH42","SAMN08009570","PRJNA320483","GCA_002924865.1","Scaffold",43.2888,48.9,,"PJXZ01",2757,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/924/865/GCA_002924865.1_ASM292486v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","Guy11","SAMN08009557","PRJNA320483","GCA_002925095.1","Scaffold",37.3561,51.1,,"PJYM01",3318,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/925/095/GCA_002925095.1_ASM292509v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","10100","SAMN08712647","PRJNA438312","GCA_003991345.1","Scaffold",39.555,50.8,,"PYAN01",3159,0,"2019-01-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/991/345/GCA_003991345.1_ASM399134v1",
"Fusarium oxysporum","Eukaryota;Fungi;Ascomycetes","RGB6419","SAMN12869122","PRJNA575312","GCA_009297825.1","Contig",49.0536,48.3,,"WGPA01",3403,0,"2019-10-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/297/825/GCA_009297825.1_ASM929782v1",
"Fusarium oxysporum","Eukaryota;Fungi;Ascomycetes","RGB6431","SAMN12869129","PRJNA575312","GCA_009297695.1","Contig",48.1867,47.7,,"WGPH01",2707,0,"2019-10-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/297/695/GCA_009297695.1_ASM929769v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","H08-1c","SAMN07267887","PRJNA391416","GCA_002218355.1","Scaffold",39.2722,51,,"NKQG01",2879,0,"2017-07-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/218/355/GCA_002218355.1_H08-1c_0.9",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","MG10","SAMN04217083","PRJNA302736","GCA_001936435.1","Contig",38.7513,51.2,,"LNTM01",7631,0,"2017-01-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/936/435/GCA_001936435.1_ASM193643v1",
"Fusarium oxysporum","Eukaryota;Fungi;Ascomycetes","RGB6420","SAMN12869123","PRJNA575312","GCA_009297785.1","Contig",48.4144,47.9,,"WGPB01",3580,0,"2019-10-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/297/785/GCA_009297785.1_ASM929778v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","1106.2","SAMN02739886","PRJNA245782","GCA_000734095.1","Contig",37.5568,51.8,,"JMKE01",5680,0,"2014-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/734/095/GCA_000734095.1_Mo1106.2",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","4603.4","SAMN02739934","PRJNA245782","GCA_000734215.1","Contig",37.5933,51.7,,"JMJZ01",5947,0,"2014-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/734/215/GCA_000734215.1_Mo4603.4",
"Fusarium oxysporum f. sp. conglutinans race 2 54008","Eukaryota;Fungi;Ascomycetes","54008","SAMN02981380","PRJNA73543","GCA_000260215.2","Scaffold",53.5754,47.7,,"AGNF01",2552,26246,"2012-04-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/260/215/GCA_000260215.2_FO_PHW808_V1",
"Pyricularia oryzae B157","Eukaryota;Fungi;Ascomycetes","B157","SAMN03329169","PRJNA209290","GCA_000832285.1","Contig",37.7574,51.3,,"AXDJ01",5735,0,"2015-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/285/GCA_000832285.1_M_oryzae_b157_v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","AH06","SAMN02740625","PRJNA245782","GCA_000734335.1","Contig",37.0133,51.9,,"JMJW01",6061,0,"2014-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/734/335/GCA_000734335.1_MoAH06",
"Fusarium oxysporum f. sp. cubense","Eukaryota;Fungi;Ascomycetes","C1HIR_9889","SAMN03480624","PRJNA280907","GCA_001696625.1","Contig",46.7351,47.7,,"MBFV01",1370,0,"2016-07-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/696/625/GCA_001696625.1_C1HIR_9889",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","ZJ15","SAMN02740637","PRJNA245782","GCA_000734315.1","Contig",37.4938,51.9,,"JMJM01",6575,0,"2014-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/734/315/GCA_000734315.1_MoZJ15",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","2303.1","SAMN02739932","PRJNA245782","GCA_000734075.1","Contig",38.0485,51.6,,"JMKB01",6787,0,"2014-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/734/075/GCA_000734075.1_Mo2303.1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","JS25","SAMN02740633","PRJNA245782","GCA_000734245.1","Contig",36.8639,51.9,,"JMJP01",6159,0,"2014-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/734/245/GCA_000734245.1_MoJS25",
"Pyricularia oryzae MG01","Eukaryota;Fungi;Ascomycetes","MG01","SAMN02397294","PRJNA227170","GCA_000969745.1","Contig",38.9991,51.1,,"AYPX01",7722,0,"2015-04-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/969/745/GCA_000969745.1_M_oryzae_MG01_v1",
"Fusarium oxysporum f. sp. ciceris","Eukaryota;Fungi;Ascomycetes","38-1","SAMN03614226","PRJNA282695","GCA_001757345.1","Scaffold",54.813,46.1,,"MEHF01",1482,0,"2016-10-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/757/345/GCA_001757345.1_ASM175734v1",
"Fusarium oxysporum f. sp. lycopersici 4287","Eukaryota;Fungi;Ascomycetes","4287","SAMN04348901","PRJNA326932","GCA_001703185.1","Contig",51.1331,47.9,,"MALV01",4285,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/703/185/GCA_001703185.1_Fol4287_IonProton",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","MG02","SAMN04216992","PRJNA302700","GCA_001936075.1","Contig",39.3365,51,,"LNTH01",8554,0,"2017-01-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/936/075/GCA_001936075.1_ASM193607v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","87-120","SAMN08377452","PRJNA320483","GCA_003013125.1","Scaffold",39.1655,50.4,,"PQBK01",1985,0,"2018-03-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/013/125/GCA_003013125.1_ASM301312v1",
"Fusarium oxysporum","Eukaryota;Fungi;Ascomycetes","MOD1-FUNGI10","SAMN10078282","PRJNA482816","GCA_003709395.1","Contig",46.2527,48.4,,"RBJF01",1950,0,"2018-11-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/709/395/GCA_003709395.1_ASM370939v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","BdJes16-1","SAMN04942531","PRJNA320483","GCA_001675595.1","Scaffold",41.3441,50.2,,"LXOO01",7154,0,"2016-06-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/675/595/GCA_001675595.1_ASM167559v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","GD22","SAMN02740627","PRJNA245782","GCA_000734345.1","Contig",36.983,51.6,,"JMJU01",7027,0,"2014-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/734/345/GCA_000734345.1_MoGD22",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","HB12","SAMN02740630","PRJNA245782","GCA_000734235.1","Contig",36.7163,51.6,,"JMJS01",7622,0,"2014-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/734/235/GCA_000734235.1_MoHB12",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","K91-13","SAMN02742167","PRJNA245782","GCA_000734515.1","Contig",36.4469,51.6,,"JMQW01",7603,0,"2014-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/734/515/GCA_000734515.1_ASM73451v1",
"Fusarium oxysporum","Eukaryota;Fungi;Ascomycetes","MOD1-FUNGI9","SAMN10078281","PRJNA482816","GCA_003704975.1","Contig",47.4507,48.3,,"RBCG01",2370,0,"2018-10-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/704/975/GCA_003704975.1_ASM370497v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","K88-24","SAMN02742165","PRJNA245782","GCA_000734495.1","Contig",36.2884,51.6,,"JMQU01",7725,0,"2014-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/734/495/GCA_000734495.1_ASM73449v1",
"Pyricularia oryzae Mo-nwi-55","Eukaryota;Fungi;Ascomycetes","Mo-nwi-55","SAMN02688647","PRJNA232298","GCA_002021675.1","Contig",37.7645,51.6,,"AZSW01",7002,0,"2017-03-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/021/675/GCA_002021675.1_Moryzae-RML-29.1.0",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","K91-10","SAMN02742166","PRJNA245782","GCA_000734595.1","Contig",36.3842,51.5,,"JMQV01",7786,0,"2014-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/734/595/GCA_000734595.1_ASM73459v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","K98-10","SAMN02742173","PRJNA245782","GCA_000734655.1","Contig",37.0979,51.1,,"JMRC01",8594,0,"2014-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/734/655/GCA_000734655.1_ASM73465v1",
"Fusarium oxysporum Fo5176","Eukaryota;Fungi;Ascomycetes","Fo5176","SAMN02981338","PRJNA68027","GCA_000222805.1","Contig",54.7676,47.8,,"AFQF01",7858,17817,"2011-08-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/222/805/GCA_000222805.1_FOB1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","HN06","SAMN02740631","PRJNA245782","GCA_000734405.1","Contig",36.1134,51.5,,"JMJR01",7798,0,"2014-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/734/405/GCA_000734405.1_MoHN06",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","GX01","SAMN02740629","PRJNA245782","GCA_000734395.1","Contig",36.7888,51.5,,"JMJT01",8371,0,"2014-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/734/395/GCA_000734395.1_MoGX01",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","K88-07","SAMN02742164","PRJNA245782","GCA_000734575.1","Contig",35.5714,51.7,,"JMQT01",7624,0,"2014-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/734/575/GCA_000734575.1_ASM73457v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","SC05","SAMN02740636","PRJNA245782","GCA_000734275.1","Contig",36.6799,51.5,,"JMJN01",8190,0,"2014-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/734/275/GCA_000734275.1_MoSC05",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","WHTQ","SAMN08009580","PRJNA320483","GCA_002924665.1","Scaffold",42.4782,48.7,,"PJXP01",3811,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/924/665/GCA_002924665.1_ASM292466v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","BdBar16-1","SAMN04940126","PRJNA320483","GCA_001675615.1","Scaffold",42.0845,49.9,,"LXON01",10105,0,"2016-06-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/675/615/GCA_001675615.1_ASM167561v1",
"Fusarium oxysporum","Eukaryota;Fungi;Ascomycetes","RGB5831","SAMN12869104","PRJNA575312","GCA_009297515.1","Contig",51.9019,47.6,,"WGOI01",4723,0,"2019-10-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/297/515/GCA_009297515.1_ASM929751v1",
"Fusarium oxysporum","Eukaryota;Fungi;Ascomycetes","RGB6309","SAMN12869110","PRJNA575312","GCA_009297625.1","Contig",48.7099,47.6,,"WGOO01",4303,0,"2019-10-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/297/625/GCA_009297625.1_ASM929762v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","K84-01","SAMN02742163","PRJNA245782","GCA_000734455.1","Contig",36.3912,51.5,,"JMQS01",8119,0,"2014-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/734/455/GCA_000734455.1_MoK84-01",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","1836.3","SAMN02739929","PRJNA245782","GCA_000734105.1","Contig",35.8181,51.5,,"JMKC01",7899,0,"2014-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/734/105/GCA_000734105.1_Mo1836.3",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","903.4","SAMN02739936","PRJNA245782","GCA_000734185.1","Contig",36.2113,51.4,,"JMJX01",8248,0,"2014-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/734/185/GCA_000734185.1_Mo903.4",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","4403.2","SAMN02739933","PRJNA245782","GCA_000734155.1","Contig",36.2603,51.3,,"JMKA01",8416,0,"2014-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/734/155/GCA_000734155.1_Mo4403.2",
